id,question,answer,issue_id
20554,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10053630
20547,"What is the nature of the issue?  ",Speeding,10056899
20548,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10056899
20549,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","6/3/2021, started around 7:30am and is still going presenting at 5pm",10056899
20550,"Please provide the make, model and license plate number of the vehicle, if known. ","Chevy Malibu LT, Grey-Blue, DTS 8324",10056899
20543,"What is the nature of the issue?  ",Speeding,10057270
20544,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10057270
20545,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",Anytime,10057270
20546,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10057270
20539,"What is the nature of the issue?  ",Speeding,10062680
20540,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10062680
20541,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Today ~ 1110",10062680
20542,"Please provide the make, model and license plate number of the vehicle, if known. ","white Corvette, EKG 3118",10062680
20535,"What is the nature of the issue?  ","Car traveling in bike lane",10066103
20536,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10066103
20537,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Friday at 10:30pm",10066103
20538,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10066103
20531,"What is the nature of the issue?  ","Car traveling in bike lane",10069809
20532,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10069809
20533,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Saturday at 2:30pm",10069809
20534,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10069809
20527,"What is the nature of the issue?  ","Disregarding traffic control device",10069839
20528,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Illegal parking",10069839
20529,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Typically 10am-10pm Friday Saturday and Sunday",10069839
20530,"Please provide the make, model and license plate number of the vehicle, if known. ","Multiple vehicles",10069839
20523,"What is the nature of the issue?  ",Speeding,10070385
20524,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10070385
20525,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","right now",10070385
20526,"Please provide the make, model and license plate number of the vehicle, if known. ","black charger",10070385
20519,"What is the nature of the issue?  ",Speeding,10070589
20520,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10070589
20521,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all the time",10070589
20522,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10070589
20515,"What is the nature of the issue?  ",Speeding,10070948
20516,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10070948
20517,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","8:30 pm",10070948
20518,"Please provide the make, model and license plate number of the vehicle, if known. ","Black charger plate#EKE9208",10070948
20511,"What is the nature of the issue?  ","Car traveling in bike lane",10073441
20512,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10073441
20513,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Sunday 6/7/2021",10073441
20514,"Please provide the make, model and license plate number of the vehicle, if known. ",Chevy,10073441
20507,"What is the nature of the issue?  ",Speeding,10073642
20508,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10073642
20509,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","3 p.m. Sunday",10073642
20510,"Please provide the make, model and license plate number of the vehicle, if known. ","black Chevy Trailblazer SS",10073642
20503,"What is the nature of the issue?  ","None of the above (see below)",10073938
20504,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Car doing donuts for hours, noise complaint, littering.",10073938
20505,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","3:00pm to 5:00pm June 6th",10073938
20506,"Please provide the make, model and license plate number of the vehicle, if known. ","Purple sports car",10073938
20499,"What is the nature of the issue?  ","None of the above (see below)",10074154
20500,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","dirt bikes speeding down street with kids riding on them",10074154
20501,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","today 6/6/2021 @ 18:15",10074154
20502,"Please provide the make, model and license plate number of the vehicle, if known. ","dirt bikes",10074154
20495,"What is the nature of the issue?  ",Speeding,10074722
20496,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10074722
20497,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","10 pm",10074722
20498,"Please provide the make, model and license plate number of the vehicle, if known. ","Burgundy Ram truck. Four-door.",10074722
20491,"What is the nature of the issue?  ","None of the above (see below)",10074766
20492,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10074766
20493,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","June 6",10074766
20494,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10074766
20487,"What is the nature of the issue?  ",Speeding,10074911
20488,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","the race from Iroquois light to Cadillac",10074911
20489,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5-9pm all days",10074911
20490,"Please provide the make, model and license plate number of the vehicle, if known. ","suvs, trucks, cars",10074911
20483,"What is the nature of the issue?  ","None of the above (see below)",10080069
20484,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Alley blocking-unsafe",10080069
20485,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",presently,10080069
20486,"Please provide the make, model and license plate number of the vehicle, if known. ","It is a trailer of some sort.",10080069
20479,"What is the nature of the issue?  ",Speeding,10080497
20480,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10080497
20481,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Mostly afternoon into evening, worse as it gets later.",10080497
20482,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10080497
20475,"What is the nature of the issue?  ","None of the above (see below)",10081086
20476,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10081086
20477,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Monday,  June  7,2021 is the first day this time, reported on May 21, 2021.",10081086
20478,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10081086
20471,"What is the nature of the issue?  ",Speeding,10082092
20472,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10082092
20473,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","everyday anytime of day or night. has been happening for over a year too many times to estimate",10082092
20474,"Please provide the make, model and license plate number of the vehicle, if known. ","various vehicles of various make & models, lots of muscle cars",10082092
20467,"What is the nature of the issue?  ","None of the above (see below)",10088398
20468,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10088398
20469,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",m-f,10088398
20470,"Please provide the make, model and license plate number of the vehicle, if known. ","whole lot oftyem",10088398
20463,"What is the nature of the issue?  ",Speeding,10099234
20464,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","black keep grand Cherokee, accident damage on side",10099234
20465,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:00 pm 6/9",10099234
20466,"Please provide the make, model and license plate number of the vehicle, if known. ","black Jeep Grand Cherokee",10099234
20459,"What is the nature of the issue?  ",Speeding,10100143
20460,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10100143
20461,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","9:00 pm",10100143
20462,"Please provide the make, model and license plate number of the vehicle, if known. ","black Jeep Grand Cherokee 80 mph",10100143
20455,"What is the nature of the issue?  ","Disregarding traffic control device",10100725
20456,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10100725
20457,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","This accident occurred approximately at 4:10 PM on Wednesday,  June 9, 2021. Generally between 3 - 8 PM,",10100725
20458,"Please provide the make, model and license plate number of the vehicle, if known. ","No Sure",10100725
20451,"What is the nature of the issue?  ","None of the above (see below)",10102681
20452,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cars speeding",10102681
20453,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All day, every day. We have no speed bumps on the street and very little to no police presence.",10102681
20454,"Please provide the make, model and license plate number of the vehicle, if known. ","Every Dodge Challenger/charger ever made!",10102681
20447,"What is the nature of the issue?  ",Speeding,10107395
20448,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10107395
20449,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",4:52,10107395
20450,"Please provide the make, model and license plate number of the vehicle, if known. ","Black Camaro",10107395
20443,"What is the nature of the issue?  ","None of the above (see below)",10109918
20444,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","loud people, music, noise, plotting harm loudly",10109918
20445,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","6/11/21 11:45 and still going and it's 2:27am",10109918
20446,"Please provide the make, model and license plate number of the vehicle, if known. ",none,10109918
20439,"What is the nature of the issue?  ",Speeding,10111406
20440,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Title not listed",10111406
20441,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Everyday!",10111406
20442,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10111406
20435,"What is the nature of the issue?  ",Speeding,10114015
20436,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10114015
20437,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","everyday day and night. mostly in afternoon.",10114015
20438,"Please provide the make, model and license plate number of the vehicle, if known. ","Black 4 door dodge charger",10114015
20431,"What is the nature of the issue?  ","Car traveling in bike lane",10115538
20432,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10115538
20433,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","this is a daily occurrence",10115538
20434,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10115538
20427,"What is the nature of the issue?  ","None of the above (see below)",10116205
20428,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","drug customers, all day and night",10116205
20429,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","customers pull up on Constance and Braile, guy comes out and exchanges money for somethi1ng. Sometimes the cars ha g out, Sometimes they leave right away. They are working to elude police patrol.",10116205
20430,"Please provide the make, model and license plate number of the vehicle, if known. ","too many various vehicles to name",10116205
20423,"What is the nature of the issue?  ","Disregarding traffic control device",10120324
20424,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10120324
20425,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","violations daily. accidents weekly",10120324
20426,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10120324
20419,"What is the nature of the issue?  ",Speeding,10122547
20420,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","the street needs speed bumps",10122547
20421,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day long, everyday",10122547
20422,"Please provide the make, model and license plate number of the vehicle, if known. ",n/a,10122547
20415,"What is the nature of the issue?  ",Speeding,10122853
20416,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10122853
20417,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day every day",10122853
20418,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10122853
20411,"What is the nature of the issue?  ","None of the above (see below)",10123420
20412,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","People are speeding, racing, doing donuts, drug activities and shootouts",10123420
20413,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every night around 12am-5am",10123420
20414,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10123420
20407,"What is the nature of the issue?  ","None of the above (see below)",10123807
20408,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","bike lane obstruction (fencing blocking bike lane making it dangerous to ride)",10123807
20409,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every hour of every day",10123807
20410,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10123807
20403,"What is the nature of the issue?  ",Speeding,10124048
20404,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Need traffic slowed",10124048
20405,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Daily Nightly",10124048
20406,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10124048
20399,"What is the nature of the issue?  ",Speeding,10124466
20400,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10124466
20401,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",Everyday,10124466
20402,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10124466
20395,"What is the nature of the issue?  ",Speeding,10127993
20396,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10127993
20397,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all the time due to only 2 house on block but has cause safety concerns",10127993
20398,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10127993
20391,"What is the nature of the issue?  ","Car traveling in bike lane",10129295
20392,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Car was sitting in the bike lane for at least 30 minutes",10129295
20393,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Saturday at 7pm",10129295
20394,"Please provide the make, model and license plate number of the vehicle, if known. ","Toyota Camry, L64-6662",10129295
20387,"What is the nature of the issue?  ","None of the above (see below)",10129636
20388,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","truck park on grass can not see on coming traffic",10129636
20389,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","7 days a week Ford truck",10129636
20390,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10129636
20383,"What is the nature of the issue?  ",Speeding,10129993
20384,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10129993
20385,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Speeding every day, any time during the day",10129993
20386,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10129993
20379,"What is the nature of the issue?  ","None of the above (see below)",10130730
20380,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10130730
20381,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","a couple of times a week",10130730
20382,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10130730
20375,"What is the nature of the issue?  ","None of the above (see below)",10130777
20376,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10130777
20377,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Traffic comes through off and on everyday just standing blazing the music from their vehicles.",10130777
20378,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10130777
20371,"What is the nature of the issue?  ",Speeding,10130957
20372,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10130957
20373,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",EVERYDAY,10130957
20374,"Please provide the make, model and license plate number of the vehicle, if known. ","Chrysler 300 sedan plate number is EFB6597 Michigan plate Dark Blue in color",10130957
20367,"What is the nature of the issue?  ","None of the above (see below)",10133331
20368,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Cars parked wrong way on street and on sidewalk",10133331
20369,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All day and early morning",10133331
20370,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10133331
20363,"What is the nature of the issue?  ","None of the above (see below)",10133352
20364,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ",Noise,10133352
20365,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","12:10am Tuesday June 15, 2020",10133352
20366,"Please provide the make, model and license plate number of the vehicle, if known. ","Tan minivan",10133352
20359,"What is the nature of the issue?  ",Speeding,10135594
20360,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","people racing up and down the street...everyday all day!!!!",10135594
20361,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every single day and night",10135594
20362,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10135594
20355,"What is the nature of the issue?  ",Speeding,10139601
20356,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Minibikes and carss",10139601
20357,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Everyday and all times of day and night",10139601
20358,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10139601
20351,"What is the nature of the issue?  ","None of the above (see below)",10140058
20352,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Blocking Traffic",10140058
20353,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",6/15/21,10140058
20354,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10140058
20347,"What is the nature of the issue?  ",Speeding,10140718
20348,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","running through stop sign",10140718
20349,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","after 5pm",10140718
20350,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10140718
20343,"What is the nature of the issue?  ","None of the above (see below)",10146446
20344,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","parking issue",10146446
20345,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",everyday,10146446
20346,"Please provide the make, model and license plate number of the vehicle, if known. ",unknown,10146446
20339,"What is the nature of the issue?  ","None of the above (see below)",10146610
20340,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Parking violation",10146610
20341,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day",10146610
20342,"Please provide the make, model and license plate number of the vehicle, if known. ","different makes",10146610
20335,"What is the nature of the issue?  ","Car traveling in bike lane",10146615
20336,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","above info",10146615
20337,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",continuous,10146615
20338,"Please provide the make, model and license plate number of the vehicle, if known. ","n / a",10146615
20331,"What is the nature of the issue?  ",Speeding,10148097
20332,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","speeding and racing on residential street ,",10148097
20333,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","It occurs every weekend .",10148097
20334,"Please provide the make, model and license plate number of the vehicle, if known. ","multiple cars. New racing block .",10148097
20327,"What is the nature of the issue?  ",Speeding,10150048
20328,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","speeding/Drifting down residential streets",10150048
20329,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","8pm-3am-Drifting /Speeding all times",10150048
20330,"Please provide the make, model and license plate number of the vehicle, if known. ","chargers/challengers vehicles",10150048
20323,"What is the nature of the issue?  ","None of the above (see below)",10152459
20324,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","blocking side walk",10152459
20325,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every morning or late afternoon",10152459
20326,"Please provide the make, model and license plate number of the vehicle, if known. ","black ford Victoria",10152459
20319,"What is the nature of the issue?  ",Speeding,10152834
20320,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","using this street as a shortcut",10152834
20321,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day",10152834
20322,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10152834
20315,"What is the nature of the issue?  ",Speeding,10153173
20316,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Speeding, and disregarding traffic signs",10153173
20317,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All week at various times of the day",10153173
20318,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10153173
20311,"What is the nature of the issue?  ",Speeding,10158607
20312,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","we request speed bumps be installed on lenore",10158607
20313,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","nights and weekends",10158607
20314,"Please provide the make, model and license plate number of the vehicle, if known. ","cars and motorcycles",10158607
20307,"What is the nature of the issue?  ",Speeding,10162008
20308,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ",speeding,10162008
20309,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day and  everyday",10162008
20310,"Please provide the make, model and license plate number of the vehicle, if known. ","4 wheeler ,car and truck",10162008
20303,"What is the nature of the issue?  ",Speeding,10164253
20304,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10164253
20305,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","2:10 PM",10164253
20306,"Please provide the make, model and license plate number of the vehicle, if known. ","Gray Mercedes SUV approximately 20 years old.",10164253
20299,"What is the nature of the issue?  ",Speeding,10165783
20300,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10165783
20301,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","8:20 pm",10165783
20302,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10165783
20295,"What is the nature of the issue?  ",Speeding,10165785
20296,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10165785
20297,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","8:22 pm",10165785
20298,"Please provide the make, model and license plate number of the vehicle, if known. ","grey Dodge Charger",10165785
20291,"What is the nature of the issue?  ","None of the above (see below)",10169226
20292,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Parking on front lawn.",10169226
20293,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Everyday between 8:00am-8:00pm.",10169226
20294,"Please provide the make, model and license plate number of the vehicle, if known. ","Blue, Honda Sonata",10169226
20287,"What is the nature of the issue?  ","None of the above (see below)",10169252
20288,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Parks on front lawn.",10169252
20289,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Everyday, between 8:00-8:00pm.",10169252
20290,"Please provide the make, model and license plate number of the vehicle, if known. ","Black, Cadillac CTS",10169252
20283,"What is the nature of the issue?  ",Speeding,10171366
20284,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","speed humps should be implemented  the speeding down this street specifically is terrible",10171366
20285,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day  mostly during day hours",10171366
20286,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10171366
20279,"What is the nature of the issue?  ",Speeding,10172609
20280,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10172609
20281,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every day cars are speeding",10172609
20282,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10172609
20275,"What is the nature of the issue?  ",Speeding,10172664
20276,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","police need to get in cruiser, hide, and ticket",10172664
20277,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","11:47 am",10172664
20278,"Please provide the make, model and license plate number of the vehicle, if known. ","GMC Yukon",10172664
20271,"What is the nature of the issue?  ",Speeding,10172794
20272,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","speeding cars and ATVs",10172794
20273,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","late afternoon through evening",10172794
20274,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10172794
20267,"What is the nature of the issue?  ","Driving wrong way on one-way street",10173023
20268,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","on going problem.",10173023
20269,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all the time.",10173023
20270,"Please provide the make, model and license plate number of the vehicle, if known. ","picture provided.",10173023
20263,"What is the nature of the issue?  ","Driving wrong way on one-way street",10173074
20264,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","on going problem",10173074
20265,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all the time",10173074
20266,"Please provide the make, model and license plate number of the vehicle, if known. ","old raggedy truck problem don't have no insurance",10173074
20259,"What is the nature of the issue?  ","Improper passing",10173584
20260,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Pull in that class in Detroit move driving up into the right turn lane at a traffic signal then hitting the gas when the light turns… Leaving all of the law biting people in the dust",10173584
20261,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","5:56 PM",10173584
20262,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10173584
20255,"What is the nature of the issue?  ",Speeding,10173642
20256,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10173642
20257,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","6:22 pm",10173642
20258,"Please provide the make, model and license plate number of the vehicle, if known. ","Black Camero",10173642
20251,"What is the nature of the issue?  ",Speeding,10180076
20252,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10180076
20253,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:45 p.m.",10180076
20254,"Please provide the make, model and license plate number of the vehicle, if known. ","Dodge Charger Gray",10180076
20247,"What is the nature of the issue?  ",Speeding,10180322
20248,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10180322
20249,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Everyday and all day and night.. we need speed bumps installed",10180322
20250,"Please provide the make, model and license plate number of the vehicle, if known. ",Unknown,10180322
20243,"What is the nature of the issue?  ",Speeding,10187684
20244,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Children can not play safely due to drivers speeding down our street",10187684
20245,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Mornings, afternoon and at night. Monday thru Sunday",10187684
20246,"Please provide the make, model and license plate number of the vehicle, if known. ",Unknown,10187684
20239,"What is the nature of the issue?  ","Car traveling in bike lane",10187885
